Fx                    ,Fy  ,Fz                    ,Tx  ,Ty  ,Tz  ,x                      ,y                       ,z                       ,roll                  ,pitch                  ,yaw
0.0                   ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,4.8734760010143356e-09 ,-1.6910250468499032e-05 ,-6.90716510905388e-05   ,0.13353198099701774   ,0.18922592556212234    ,-0.010609129382681036
0.0                   ,0.0 ,0.004999999999999948  ,0.0 ,0.0 ,0.0 ,6.083444325108374e-05  ,-1.9280936827348087e-06 ,0.0006463646200673116   ,-0.21279542906787732  ,0.022011472715679457   ,0.030633419088827163
0.0                   ,0.0 ,0.004999999999999951  ,0.0 ,0.0 ,0.0 ,6.0288202933417306e-05 ,-1.0672650547552804e-06 ,0.0006506416660621598   ,-0.20494086681040705  ,0.038753130714448185   ,0.031816370351754227
0.0                   ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,1.6227038476491208e-05 ,-1.162161061504368e-05  ,8.604357672552682e-05   ,0.03246458854592217   ,0.14080335687628592    ,0.013532108912597233
0.0                   ,0.0 ,0.0020000000000000013 ,0.0 ,0.0 ,0.0 ,2.5758090210148054e-05 ,-9.180587039729942e-06  ,0.00020678856014738135  ,0.03517894843145907   ,0.15693718673683588    ,-0.023193208154746004
0.0                   ,0.0 ,0.0020000000000000013 ,0.0 ,0.0 ,0.0 ,2.75777235139803e-05   ,-6.79048930129642e-06   ,0.00023188008545306824  ,0.039759208325020834  ,0.16003856146916629    ,-0.007835749349909094
0.0                   ,0.0 ,0.0                   ,0.0 ,0.0 ,0.0 ,1.0664165353326419e-05 ,-1.3324506141796098e-05 ,3.431764268980589e-05   ,0.12617394149689995   ,0.18423840897140525    ,0.0025169461556963446
0.0                   ,0.0 ,0.0010000000000000007 ,0.0 ,0.0 ,0.0 ,1.8873583958582225e-05 ,-1.017211852950184e-05  ,0.00010647696622049401  ,-0.04498446749944358  ,0.11839610220397914    ,0.023502480974543567
0.0                   ,0.0 ,0.0010000000000000007 ,0.0 ,0.0 ,0.0 ,1.9786919962317686e-05 ,-1.0338808407776779e-05 ,0.00011200270101100797  ,-0.021619554571331502 ,0.10833971409280294    ,0.010139812399188
0.0                   ,0.0 ,0.0010000000000000007 ,0.0 ,0.0 ,0.0 ,1.85739311932341e-05   ,-1.0595714082539413e-05 ,0.00010626145543556878  ,-0.04047638596042679  ,0.10422962377846606    ,0.013386733198731474
