Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.45177817345; -0.04999491953875375; -0.04999827375957885; -0.04998484097500393; -0.049997912849504285; -0.04999783039709182; -0.04999774143964121; -2.9263459708856496; 6.376506699904999; 16.450656261709113; -2.1966163347046637; -5.002116578462079; 11.976121342346854; -0.04999641619412902; -0.04999805207833533; -0.04999129120732257; -2.5614811527951566; 0.6871950607214599; 14.213388802027984;0.2 
Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.48804306984; -0.050014237886110195; -0.05000113388776272; -0.05004588829410109; -0.05000846202156685; -0.050007955132965125; -0.04998043744496864; -6.174647056819242; 13.239914408110593; 34.07393415191356; -4.612507954779639; -10.358741298547239; 24.682326660570066; -0.05001134995383852; -0.05000454451036392; -0.05001316286953486; -5.39357750579944; 1.4405865547816772; 29.378130406241816;0.2 
Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.5276620388; -0.049975057261627535; -0.0500019674817446; -0.049925639953689024; -0.049996572802478316; -0.04999552287334; -0.049950465330854454; -8.652136378397664; 18.625677484131465; 48.02008761658437; -6.533689620534823; -14.564832107199699; 34.82567108222347; -0.049985815032052926; -0.0499987451775423; -0.04993805264227174; -7.592912999466243; 2.030422688465883; 41.42287934940392;0.2 
Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.56677007675; -0.04999491953875375; -0.04999827375957885; -0.04998484097500393; -0.049997912849504285; -0.04999783039709182; -0.04999774143964121; -10.707425338022322; 22.96632661981033; 59.23767636353437; -8.06644613437141; -18.034668962002776; 42.96482943370115; -0.04999641619412902; -0.04999805207833533; -0.04999129120732257; -9.386935736196865; 2.4658288289037777; 51.10125289861776;0.2 
Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.60701107979; -0.04997787902045702; -0.05000586779120047; -0.049967844861382005; -0.0500268074615738; -0.05002200656277588; -0.05008672116146974; -12.289106532857193; 26.5032079522432; 68.13821360251369; -9.364333206312178; -20.932475991441176; 49.444226990918054; -0.05000234324101541; -0.050013937176988175; -0.05002728301142587; -10.826719869584686; 2.7853659804010125; 58.79122029671587;0.2 
Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.64702510834; -0.050014237886110195; -0.05000113388776272; -0.05004588829410109; -0.049997912849504285; -0.04999783039709182; -0.04999774143964121; -13.664855506396476; 29.341275409981158; 75.42398002455722; -10.330961002993293; -23.12878406939596; 54.65967416065682; -0.05000607536780724; -0.04999948214242727; -0.05002181486687115; -11.997908254694885; 3.1062456702925996; 65.04182709260702;0.2 
Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.68801808357; -0.049975057261627535; -0.0500019674817446; -0.049925639953689024; -0.049997912849504285; -0.04999783039709182; -0.04999774143964121; -14.644303138059453; 31.50676628562792; 81.10012431469929; -11.104263240338183; -24.885830531759787; 58.83203189644783; -0.04998648505556591; -0.04999989893941821; -0.04996169069666512; -12.874283189198817; 3.310467876934066; 69.96607810557356;0.2 
Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.72766518593; -0.049975057261627535; -0.0500019674817446; -0.049925639953689024; -0.049997266468528645; -0.05000481562777448; -0.049998921215149275; -15.427861243389835; 33.23915898614533; 85.64103974681294; -11.66942464001477; -26.23926302061385; 62.17989735668136; -0.049986161865078094; -0.05000339155475954; -0.04996228058441915; -13.548642941702301; 3.499947982765738; 73.91046855174714;0.2 
Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.76783800125; -0.04999491953875375; -0.04999827375957885; -0.04998484097500393; -0.05000912654627938; -0.05001719466973914; -0.05002869516678211; -16.12800523001606; 34.657111821421424; 89.33443806771723; -12.13311438848238; -27.400520949196842; 64.8799660582254; -0.050002023042516566; -0.050007734214659; -0.05000676807089302; -14.13055980924922; 3.6282954361122908; 77.10720206297131;0.2 
Arucotag time, tag1 xyz, tag2 xyz, tag1 rollpitchyaw (xyz), tag2 -- xyz zerod averaged -- expo weight; 2.80714201927; -0.049975057261627535; -0.0500019674817446; -0.049925639953689024; -0.04999815787932463; -0.050005080670466405; -0.0500347290273103; -16.61482291695512; 35.75943541478013; 92.22849074922729; -12.61929867239648; -28.312991925752968; 66.95129333188913; -0.049986607570476085; -0.050003524076105504; -0.049980184490499666; -14.617060794675801; 3.7232217445135802; 79.58989204055821;0.2 
