Optoforce time, xyz, yawpitchroll; 2.11655521393; 24.0; -8.0; 79.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11665701866; 24.0; -8.0; 79.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11674618721; 25.0; -9.0; 79.0; 167.0; -483.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.11683320999; 24.0; -9.0; 79.0; 167.0; -483.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.1169230938; 25.0; -9.0; 79.0; 167.0; -483.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.11701107025; 24.0; -9.0; 80.0; 166.0; -482.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.11709809303; 24.0; -9.0; 79.0; 169.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11718702316; 24.0; -8.0; 80.0; 167.0; -481.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.11727404594; 24.0; -9.0; 80.0; 167.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11736321449; 25.0; -9.0; 79.0; 168.0; -482.0; -99.0
Optoforce time, xyz, yawpitchroll; 2.11745405197; 25.0; -10.0; 79.0; 169.0; -483.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.11754107475; 24.0; -11.0; 79.0; 168.0; -482.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.11762905121; 24.0; -10.0; 80.0; 167.0; -483.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11771607399; 24.0; -10.0; 79.0; 168.0; -482.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.11780714989; 24.0; -9.0; 79.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11789417267; 24.0; -9.0; 79.0; 169.0; -481.0; -98.0
Optoforce time, xyz, yawpitchroll; 2.11798119545; 25.0; -10.0; 78.0; 168.0; -482.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.11806917191; 25.0; -9.0; 80.0; 169.0; -483.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.11815905571; 25.0; -10.0; 80.0; 168.0; -484.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.11824917793; 24.0; -9.0; 80.0; 168.0; -482.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.11833715439; 25.0; -9.0; 80.0; 168.0; -482.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.11842608452; 25.0; -10.0; 80.0; 169.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11851620674; 25.0; -10.0; 80.0; 166.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11860513687; 25.0; -9.0; 80.0; 167.0; -481.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.11869502068; 24.0; -10.0; 79.0; 166.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.1187851429; 25.0; -9.0; 80.0; 166.0; -482.0; -98.0
Optoforce time, xyz, yawpitchroll; 2.1188750267; 25.0; -9.0; 79.0; 168.0; -482.0; -98.0
Optoforce time, xyz, yawpitchroll; 2.11896419525; 24.0; -10.0; 80.0; 167.0; -481.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.11905503273; 25.0; -10.0; 80.0; 167.0; -481.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.11914420128; 25.0; -9.0; 79.0; 169.0; -481.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.11923313141; 25.0; -9.0; 79.0; 168.0; -482.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.11932301521; 25.0; -9.0; 79.0; 169.0; -483.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.11941218376; 24.0; -9.0; 80.0; 167.0; -481.0; -92.0
Optoforce time, xyz, yawpitchroll; 2.11950612068; 24.0; -9.0; 80.0; 169.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11959505081; 24.0; -9.0; 80.0; 169.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11968207359; 23.0; -9.0; 80.0; 169.0; -479.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.11978006363; 24.0; -9.0; 80.0; 167.0; -481.0; -98.0
Optoforce time, xyz, yawpitchroll; 2.11986804008; 25.0; -10.0; 79.0; 169.0; -481.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.11995601654; 24.0; -10.0; 80.0; 165.0; -483.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.12004423141; 24.0; -9.0; 80.0; 167.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.12013220787; 24.0; -9.0; 79.0; 168.0; -482.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.120221138; 24.0; -9.0; 79.0; 168.0; -480.0; -98.0
Optoforce time, xyz, yawpitchroll; 2.12033200264; 25.0; -9.0; 80.0; 166.0; -482.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.12042212486; 24.0; -10.0; 79.0; 168.0; -480.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.12051200867; 24.0; -10.0; 80.0; 167.0; -481.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.1206099987; 25.0; -9.0; 80.0; 167.0; -481.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.12068605423; 24.0; -10.0; 79.0; 167.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.12077403069; 24.0; -10.0; 79.0; 169.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.12085103989; 24.0; -9.0; 79.0; 170.0; -480.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.12092900276; 24.0; -10.0; 79.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.12100815773; 24.0; -9.0; 79.0; 170.0; -480.0; -98.0
Optoforce time, xyz, yawpitchroll; 2.12108922005; 23.0; -9.0; 79.0; 169.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.1211681366; 24.0; -9.0; 79.0; 168.0; -482.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.12124609947; 24.0; -9.0; 79.0; 168.0; -482.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.12132310867; 24.0; -10.0; 79.0; 168.0; -482.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.1214120388; 25.0; -10.0; 80.0; 167.0; -483.0; -93.0
Optoforce time, xyz, yawpitchroll; 2.121489048; 24.0; -10.0; 79.0; 168.0; -480.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.12156510353; 25.0; -9.0; 79.0; 168.0; -482.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.12164211273; 24.0; -9.0; 80.0; 167.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.12172007561; 25.0; -10.0; 79.0; 167.0; -483.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.12179613113; 25.0; -9.0; 80.0; 166.0; -482.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.12187218666; 24.0; -10.0; 79.0; 167.0; -479.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.12313914299; 25.0; -9.0; 79.0; 169.0; -479.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.13324999809; 24.0; -9.0; 79.0; 166.0; -480.0; -94.0
Optoforce time, xyz, yawpitchroll; 2.14326906204; 25.0; -9.0; 79.0; 168.0; -480.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.15336203575; 24.0; -10.0; 79.0; 167.0; -481.0; -96.0
Optoforce time, xyz, yawpitchroll; 2.16326808929; 24.0; -10.0; 79.0; 169.0; -481.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.17331504822; 24.0; -9.0; 80.0; 167.0; -483.0; -95.0
Optoforce time, xyz, yawpitchroll; 2.18328619003; 24.0; -9.0; 79.0; 169.0; -481.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.19333004951; 24.0; -8.0; 79.0; 166.0; -482.0; -99.0
Optoforce time, xyz, yawpitchroll; 2.20329403877; 24.0; -8.0; 79.0; 166.0; -482.0; -97.0
Optoforce time, xyz, yawpitchroll; 2.21333217621; 24.0; -8.0; 79.0; 168.0; -482.0; -98.0
