Fx,Fy,Fz,Tx,Ty,Tz,x,y,z,roll,pitch,yaw
0.0,0.0,0.0,0.0,0.0,0.0,2.3346415077565994e-05,2.8331195457470884e-05,5.616510107696186e-05,-0.3184929391229213,0.4463069885049292,0.04315976355074655
0.0,-0.0009810000000000894,0.0,0.0,0.0,0.0,2.3911723005049864e-05,-2.260887568588269e-05,2.761776584752972e-05,-0.11537436042039906,1.1442078090151346,0.1404174864035814
0.0,0.0009810000000000426,0.0,0.0,0.0,0.0,2.820281055444195e-05,7.188988200264571e-05,5.792293239071209e-05,0.10437501579675604,0.457495348110147,0.09907169399427947
0.0,0.0009809999999999277,0.0,0.0,0.0,0.0,3.222126758158981e-05,0.00014524808430800025,7.47091806663239e-05,0.24744328773903762,0.15702179278691258,0.09902321520099411
0.0,0.0,0.0009810000000000884,0.0,0.0,0.0,2.7503878040605715e-05,9.108661429724046e-05,0.00011249769599176088,-0.03299695464554222,0.4088557616184733,0.09147049998806474
0.0,0.0,0.0,0.0,0.0,0.0,2.811878426673495e-05,2.9603732339190756e-05,8.491425390233257e-05,-0.431830731941626,0.23462173208551798,0.026317932872625533
0.0,-0.004905000000000601,0.0,0.0,0.0,0.0,3.3347384848702796e-05,-0.00017870070452300665,-1.57659675884593e-06,-0.3251957817071337,1.9271044423000199,0.16927706559397038
0.0,0.004905000000000603,0.0,0.0,0.0,0.0,-8.82311195207113e-06,0.00027522604155187283,0.00010157460050904963,0.31877603258611265,-1.427325681309873,-0.08279207130683343
0.0,0.0,0.004905000000000685,0.0,0.0,0.0,-1.3483053311013562e-05,0.00028179542356041764,0.00034541773071958205,-0.050839960222751356,-1.7646100461375973,-0.12240430681507666
0.0,0.009809999999997583,0.0,0.0,0.0,0.0,-1.4558131494997647e-06,5.286443769679824e-05,0.0006476056383477294,-0.023064621735134527,0.20680995519287335,0.021770902406510292
0.0,0.009809999999997565,0.0,0.0,0.0,0.0,6.23770902440097e-05,-0.0003167043089148476,1.5652726315579836e-06,-0.1401260450140598,2.3773936646700924,0.17090691111008569
0.0,0.0,0.009809999999997572,0.0,0.0,0.0,6.707980124199594e-05,0.0007071378059731698,0.0004154242904792259,0.7225417367347124,-3.762708454270023,-0.18267063501350797
