Arucotag time, x1,y1,z1,roll1,pitch1,yaw1,x2,y2,z2,roll2,pitch2,yaw2,expW
1.8708734512329102, -1.003151051762866, -0.9651673041844121, -1.6326657300886585, 1.9035787696830964, 45.0650694760237, 73.49140421997312, -1.003151051762866, -0.9651673041844121, -1.6326657300886585, 1.9035787696830964, 45.0650694760237, 73.49140421997312,0.2 
1.8939270973205566, -1.0031688618214447, -0.9651965229294465, -1.6325466997802, 2.0129280260388294, 44.32717510064589, 58.67635882341227, -1.0031688618214447, -0.9651965229294465, -1.6325466997802, 2.0129280260388294, 44.32717510064589, 58.67635882341227,0.2 
1.9118413925170898, -1.0031111368044217, -0.9651247785560901, -1.6327934854160657, 2.164587061814718, 43.809028824195096, 46.755085693087565, -1.0031111368044217, -0.9651247785560901, -1.6327934854160657, 2.164587061814718, 43.809028824195096, 46.755085693087565,0.2 
1.9323344230651855, -1.0031408430673432, -0.965153565227096, -1.632785782370457, 2.3022995881019175, 43.40426191231897, 37.390697053800146, -1.0031408430673432, -0.965153565227096, -1.632785782370457, 2.3022995881019175, 43.40426191231897, 37.390697053800146,0.2 
1.9512133598327637, -1.0031111368044217, -0.9651247785560901, -1.6327934854160657, 2.3960843114651884, 43.07069827353356, 29.72655627739786, -1.0031111368044217, -0.9651247785560901, -1.6327934854160657, 2.3960843114651884, 43.07069827353356, 29.72655627739786,0.2 
1.9743685722351074, -1.0030767385157757, -0.965117746166498, -1.6329705852117822, 2.9117799188736178, 42.920742981197215, 23.901105467096556, -1.0030767385157757, -0.965117746166498, -1.6329705852117822, 2.9117799188736178, 42.920742981197215, 23.901105467096556,0.2 
1.99452543258667, -1.0030335795980079, -0.9650894093728407, -1.6330802543387737, 3.6044809425422257, 42.998175985664815, 19.198689598068228, -1.0030335795980079, -0.9650894093728407, -1.6330802543387737, 3.6044809425422257, 42.998175985664815, 19.198689598068228,0.2 
2.01255464553833, -1.0030616237745145, -0.9651158074699477, -1.6330040010632545, 3.386343098680551, 42.67787560722935, 15.245267653344271, -1.0030616237745145, -0.9651158074699477, -1.6330040010632545, 3.386343098680551, 42.67787560722935, 15.245267653344271,0.2 
2.0324885845184326, -1.0030335795980079, -0.9650894093728407, -1.6330802543387737, 3.984131486387772, 42.803882086490525, 12.2740193470664, -1.0030335795980079, -0.9650894093728407, -1.6330802543387737, 3.984131486387772, 42.803882086490525, 12.2740193470664,0.2 
2.064166307449341, -1.0030100431307456, -0.9650787194492412, -1.6332025580957004, 4.366083263691097, 42.60053017747432, 9.900345206710071, -1.0030100431307456, -0.9650787194492412, -1.6332025580957004, 4.366083263691097, 42.60053017747432, 9.900345206710071,0.2 
